#hg18.knownGene.name	hg18.knownGene.chrom	hg18.knownGene.strand	hg18.knownGene.txStart	hg18.knownGene.txEnd	hg18.kgXref.geneSymbol
uc009wwx.1	chr1	-	175171812	175400647	ASTN1
uc001glf.1	chr1	+	175407255	175518181	FAM5B
uc001glg.1	chr1	+	175492618	175518181	FAM5B
uc009wwy.1	chr1	-	176164111	176184402	SEC16B
uc001glh.1	chr1	-	176164111	176196650	RGPR
uc001gli.1	chr1	-	176164111	176205673	SEC16B
uc001gll.2	chr1	-	176181094	176205971	SEC16B
uc009wwz.1	chr1	-	176164111	176220176	KIAA1928
uc001glj.1	chr1	-	176164111	176258426	SEC16B
uc001glk.1	chr1	-	176164111	176273765	KIAA1928
uc001glm.2	chr1	-	176241899	176273765	KIAA1928
uc001gln.1	chr1	-	176327265	176329358	AK124464
uc001glo.1	chr1	-	176327265	176329751	CR597233
uc009wxa.1	chr1	+	176330252	176371101	RASAL2
uc009wxb.1	chr1	+	176330252	176656441	RASAL2
uc001glp.1	chr1	+	176330252	176710180	RASAL2
uc001glq.1	chr1	+	176330252	176710180	RASAL2
uc001glr.1	chr1	+	176577228	176710180	RASAL2
uc009wxc.1	chr1	+	176688173	176710180	RASAL2
uc001glt.1	chr1	+	176748834	176758407	C1orf49
uc001glu.1	chr1	+	176748834	176758407	C1orf49
uc001glw.1	chr1	+	176748901	176759189	C1orf49
uc009wxd.1	chr1	+	176781237	176781642	C1orf220
uc001glv.1	chr1	+	176748834	176784357	DKFZp564J047
uc001glx.1	chr1	+	176778553	176784647	C1orf220
uc001gma.1	chr1	-	177085292	177106838	ANGPTL1
uc001gmb.1	chr1	-	177085292	177106838	ANGPTL1
uc001gly.1	chr1	+	176960922	177115546	RALGPS2
uc001glz.1	chr1	+	176960922	177152465	RALGPS2
uc001gmc.1	chr1	+	177261696	177312321	FAM20B
uc001gmd.1	chr1	+	177317734	177331752	TOR3A
uc001gme.1	chr1	+	177317734	177331752	ADIR
uc001gmi.2	chr1	-	177335084	177378834	ABL2
uc001gmh.2	chr1	-	177335084	177378834	ABL2
uc001gmg.2	chr1	-	177339824	177378834	ABL2
uc009wxf.1	chr1	-	177352609	177378834	ABL2
uc001gmk.2	chr1	-	177352609	177378834	ABL2
uc001gmj.2	chr1	-	177335084	177465390	ABL2
uc009wxe.1	chr1	-	177346338	177465390	ABL2
uc001gml.1	chr1	+	177529639	177591076	SOAT1
uc001gmm.1	chr1	+	177529639	177591076	SOAT1
uc001gmn.1	chr1	+	177601737	177704475	C1orf125
uc009wxg.1	chr1	+	177601729	177790493	DKFZp434N1720
uc001gmo.1	chr1	+	177601737	177790493	C1orf125
uc001gmp.1	chr1	+	177601737	177790493	C1orf125
uc009wxh.1	chr1	+	177727295	177790493	C1orf125
uc001gmr.1	chr1	+	177786824	177790493	DKFZp434N1720
uc001gmq.2	chr1	-	177786296	177811707	NPHS2
uc009wxi.1	chr1	-	177786296	177811707	NPHS2
uc001gms.1	chr1	-	177822829	177822863	DQ592690
uc001gmt.1	chr1	-	177823146	177823202	DQ588803
uc001gmu.1	chr1	-	177823420	177823459	DQ594018
uc001gmv.1	chr1	-	177823483	177823514	DQ601755
uc001gmw.1	chr1	-	177823629	177823689	DQ579645
uc001gmx.1	chr1	-	177824030	177824061	DQ577099
uc001gmy.1	chr1	-	177824077	177824106	DQ587855
uc001gmz.1	chr1	-	177824119	177824163	DQ578106
uc001gna.1	chr1	-	177824185	177824218	DQ576856
uc001gnb.1	chr1	-	177824283	177824327	DQ574709
uc001gnc.1	chr1	-	177824437	177824473	DQ576653
uc001gnd.1	chr1	-	177825287	177825324	DQ594459
uc001gne.1	chr1	-	177825334	177825383	DQ591798
uc001gnf.1	chr1	+	177827647	177927021	TDRD5
uc001gng.1	chr1	+	177827647	177927021	TDRD5
uc001gnh.1	chr1	+	177841984	177927021	TDRD5
uc009wxj.1	chr1	+	177963537	178051957	FAM163A
uc001gnj.1	chr1	+	177978920	178051957	FAM163A
uc009wxk.1	chr1	+	177978920	178051957	FAM163A
uc001gnm.2	chr1	-	178100538	178100934	IFRG15
uc001gnk.1	chr1	-	178080575	178113557	TOR1AIP2
uc001gnl.1	chr1	-	178080575	178113557	TOR1AIP2
uc001gnn.2	chr1	-	178100199	178113557	IFRG15
uc001gno.2	chr1	-	178117366	178118353	BC069736
uc001gnp.1	chr1	+	178118042	178143622	TOR1AIP1
uc001gnq.1	chr1	+	178118042	178155834	TOR1AIP1
uc009wxl.1	chr1	+	178221938	178227979	CEP350
uc001gnr.1	chr1	+	178190530	178232933	CEP350
uc001gnu.1	chr1	+	178232310	178272863	CEP350
uc001gnw.1	chr1	+	178321361	178346953	CEP350
uc001gnx.1	chr1	+	178328371	178349138	CEP350
uc001gnt.1	chr1	+	178190530	178350638	CEP350
uc001gnv.1	chr1	+	178309576	178350638	CEP350
uc001gob.1	chr1	+	178416712	178418372	AX747393
uc001gny.1	chr1	+	178390590	178433792	QSOX1
uc001gnz.1	chr1	+	178390590	178433792	QSOX1
uc001goa.1	chr1	+	178390590	178433792	QSOX1
uc001goc.1	chr1	+	178429970	178433792	QSOX1
uc001god.2	chr1	+	178433766	178436052	DQ584886
uc001goe.1	chr1	+	178466064	178510811	LHX4
uc001gof.1	chr1	-	178505422	178511982	AK096250
uc001gog.1	chr1	-	178523987	178738102	ACBD6
uc001goh.1	chr1	+	178794732	178802277	BC036830
uc009wxm.1	chr1	+	178867795	179072495	XPR1
uc001goi.1	chr1	+	178867795	179122103	XPR1
uc009wxn.1	chr1	+	178867795	179122103	XPR1
uc001goj.1	chr1	+	179122720	179125983	U79279
uc001gok.2	chr1	+	179148935	179181862	KIAA1614
uc001gol.1	chr1	+	179163905	179181862	KIAA1614
uc001gom.1	chr1	+	179164188	179186545	KIAA1614
uc009wxo.1	chr1	-	179179797	179212241	AK056657
uc009wxp.1	chr1	-	179208798	179258669	STX6
uc001goo.1	chr1	-	179208798	179258669	STX6
uc001gop.2	chr1	+	179269761	179287008	MR1
uc001goq.1	chr1	+	179269761	179291256	MR1
uc001gor.1	chr1	+	179269761	179291256	MR1
uc001gos.1	chr1	+	179269761	179291256	MR1B
uc001got.2	chr1	+	179324260	179326602	IER5
uc009wxq.1	chr1	+	179410242	179417963	BC039493
uc001gov.2	chr1	+	179649201	179649338	AF387615
uc009wxr.1	chr1	+	179746235	179887853	CACNA1E
uc001gox.1	chr1	+	179968142	180012675	CACNA1E
uc001gow.1	chr1	+	179719338	180037338	CACNA1E
uc009wxs.1	chr1	+	179746235	180037338	CACNA1E
uc009wxt.1	chr1	+	179968142	180037338	CACNA1E
uc009wxu.1	chr1	-	180292061	180293768	ZNF648
uc001goz.1	chr1	-	180290327	180297470	ZNF648
uc001gpa.1	chr1	-	180618291	180627131	GLUL
uc001gpb.1	chr1	-	180618291	180627547	GLUL
uc001gpc.1	chr1	-	180618291	180627573	GLUL
uc001gpd.1	chr1	-	180618291	180627573	GLUL
uc001gpe.1	chr1	-	180633874	180636374	TEDDM1
uc009wxv.1	chr1	+	180643378	180650571	AF508909
uc001gpg.2	chr1	+	180685903	180724483	RGSL2
uc009wxw.1	chr1	+	180685903	180796353	RGS
uc009wxx.1	chr1	+	180724042	180796353	RGS
uc009wxy.1	chr1	+	180728712	180796353	RGS
uc001gpj.1	chr1	-	180809394	180822728	RNASEL
uc009wya.1	chr1	-	180817810	180822728	RNASEL
uc009wxz.1	chr1	-	180809394	180825014	RNASEL
uc001gpk.2	chr1	-	180813878	180825014	RNASEL
uc001gpl.2	chr1	-	180834380	180840171	RGS16
uc001gpn.1	chr1	-	180882414	180908690	RGS8
uc001gpm.1	chr1	-	180882414	180908690	RGS8
uc009wyb.1	chr1	+	181025494	181065177	NPL
uc001gpo.1	chr1	+	181025494	181065211	NPL
uc001gpq.1	chr1	+	181027989	181065211	NPL
uc009wyc.1	chr1	+	181025494	181065888	NPL
uc001gpp.2	chr1	+	181025494	181065888	NPL
uc001gpr.1	chr1	+	181075073	181123507	DHX9
uc001gps.1	chr1	+	181075073	181123507	DHX9
uc001gpt.1	chr1	+	181113175	181123507	DHX9
uc009wyd.1	chr1	+	181117021	181123507	LKP
uc001gpu.1	chr1	-	181135622	181189176	C1orf14
uc001gpv.1	chr1	-	181135622	181189176	C1orf14
uc001gpw.1	chr1	-	181135622	181189176	C1orf14
uc001gpx.2	chr1	+	181259217	181340804	LAMC1
uc001gpy.2	chr1	+	181259217	181381350	LAMC1
uc001gpz.2	chr1	+	181421796	181477029	LAMC2
uc001gqa.2	chr1	+	181421796	181480885	LAMC2
uc009wye.1	chr1	-	181484001	181515040	KIAA0479
uc001gqd.2	chr1	-	181518631	181526501	NMNAT2
uc001gqb.1	chr1	-	181484001	181540632	NMNAT2
uc001gqc.1	chr1	-	181484001	181654360	NMNAT2
uc001gqe.1	chr1	-	181696631	181707504	BC032873
uc001gqf.2	chr1	+	181708256	181789944	SMG7
uc001gqh.1	chr1	+	181708256	181789949	SMG7
uc001gqg.1	chr1	+	181708256	181789949	SMG7
uc001gqi.1	chr1	+	181708256	181789949	SMG7
uc001gqj.2	chr1	-	181791319	181826362	NCF2
uc001gqk.2	chr1	-	181791319	181826669	NCF2
uc001gql.1	chr1	-	181861954	181871608	ARPC5
uc009wyf.1	chr1	-	181883435	181884539	APOBEC4
uc001gqn.1	chr1	-	181882033	181889071	APOBEC4
uc001gqm.1	chr1	+	181871830	182164289	RGL1
uc001gqo.1	chr1	+	182040876	182164289	RGL1
uc001gqp.1	chr1	-	182171588	182182375	GLT25D2
uc001gqq.1	chr1	-	182171588	182200257	GLT25D2
uc001gqr.1	chr1	-	182171588	182273486	GLT25D2
uc001gqs.1	chr1	-	182171588	182273501	GLT25D2
uc009wyg.1	chr1	+	182287433	182309967	TSEN15
uc001gqt.2	chr1	+	182287433	182309967	TSEN15
uc001gqu.2	chr1	+	182287433	182309967	TSEN15
uc001gqv.1	chr1	+	182622772	182864778	C1orf21
uc001gqx.2	chr1	-	182926247	182990664	EDEM3
uc001gqy.2	chr1	-	182956284	182990664	EDEM3
uc001gqz.1	chr1	+	182993888	182996756	AX747662
uc001grb.1	chr1	-	183029874	183103800	FAM129A
uc001gra.1	chr1	-	183026788	183210305	FAM129A
uc009wyh.1	chr1	-	183041380	183210305	NIBAN
uc009wyi.1	chr1	-	183043430	183210305	NIBAN
uc001grc.1	chr1	+	183281173	183338363	RNF2
uc001grd.1	chr1	+	183281173	183338363	RNF2
uc001gre.1	chr1	+	183328815	183338363	RNF2
uc001grf.2	chr1	-	183353840	183392739	C1orf25
uc001grg.2	chr1	+	183392814	183527536	C1orf26
uc001grh.2	chr1	+	183392913	183527536	C1orf26
uc001gri.1	chr1	-	183532144	183537469	IVNS1ABP
uc001grm.1	chr1	-	183534159	183537469	IVNS1ABP
uc001grj.1	chr1	-	183532144	183542255	IVNS1ABP
uc009wyj.1	chr1	-	183532144	183547077	IVNS1ABP
uc001grl.1	chr1	-	183532144	183553084	IVNS1ABP
uc009wyk.1	chr1	-	183532144	183553084	KIAA0850
uc001grn.2	chr1	-	183559602	183570762	AF508905
uc001grp.1	chr1	-	183842938	183858537	AF508907
uc001gro.2	chr1	-	183794136	183864243	AF510427
uc001grr.1	chr1	+	184192823	184229188	HMCN1
uc001grq.1	chr1	+	183970305	184426708	HMCN1
uc001grs.1	chr1	+	184363832	184426708	FIBL-6
uc001gru.2	chr1	+	184532027	184550311	PRG4
uc001grt.2	chr1	+	184532027	184550311	PRG4
uc009wyl.1	chr1	+	184532027	184550311	PRG4
uc009wym.1	chr1	+	184532027	184550311	PRG4
uc001grv.1	chr1	-	184547408	184611080	TPR
uc009wyn.1	chr1	-	184593029	184611487	TPR
uc001gry.1	chr1	+	184636326	184637210	OCLM
uc001grw.1	chr1	+	184611623	184657126	C1orf27
uc001grx.1	chr1	+	184615521	184657126	C1orf27
uc001grz.1	chr1	-	184679337	184684479	PDC
uc001gsa.1	chr1	-	184679337	184696862	PDC
uc001gsb.1	chr1	-	184907591	184916179	PTGS2
uc009wyo.1	chr1	-	184907591	184916179	COX-2
uc001gsc.1	chr1	+	185064654	185224736	PLA2G4A
uc001gsd.2	chr1	+	185876980	185879609	C1orf99
uc001gse.1	chr1	-	188333419	188713382	FAM5C
uc001gsf.2	chr1	+	188714012	188717146	CR936711
uc001gsg.1	chr1	+	190394214	190421568	RGS18
uc001gsh.1	chr1	+	190552744	190603037	RGS21
uc001gsi.1	chr1	+	190811479	190815782	RGS1
uc001gsj.1	chr1	+	190871904	190896012	RGS13
uc001gsk.1	chr1	+	190871904	190896012	RGS13
uc001gsl.1	chr1	+	191044793	191048026	RGS2
uc001gsm.1	chr1	-	191251521	191295144	UCHL5
uc001gsn.1	chr1	-	191251521	191295144	UCHL5
uc001gso.1	chr1	-	191251521	191295144	UCHL5
uc001gsp.1	chr1	-	191254157	191295144	UCHL5
uc001gsq.1	chr1	-	191254157	191295144	UCHL5
uc001gsr.1	chr1	-	191294089	191295812	UCHL5
uc001gst.1	chr1	+	191295375	191322066	TROVE2
uc001gss.2	chr1	+	191295375	191322066	TROVE2
uc001gsu.1	chr1	+	191295375	191322066	TROVE2
uc001gsv.1	chr1	+	191295579	191322066	TROVE2
uc001gsx.1	chr1	+	191304768	191322066	TROVE2
uc001gsw.1	chr1	+	191295579	191327529	TROVE2
uc009wyp.1	chr1	+	191295579	191327529	TROVE2
uc009wyq.1	chr1	+	191295579	191327529	TROVE2
uc001gsy.1	chr1	+	191323923	191327533	CR607999
uc001gsz.1	chr1	-	191332222	191341179	GLRX2
uc001gta.1	chr1	-	191332222	191341867	GLRX2
uc009wys.1	chr1	-	191416046	191417315	B3GALT2
uc009wyr.1	chr1	-	191414798	191422347	B3GALT2
uc001gtc.2	chr1	-	191414798	191422363	B3GALT2
uc001gtb.1	chr1	+	191357783	191487679	CDC73
uc001gth.1	chr1	-	194493841	194578002	KCNT2
uc009wyt.1	chr1	-	194461535	194703539	SLICK
uc001gtd.1	chr1	-	194461535	194844122	KCNT2
uc001gte.1	chr1	-	194461535	194844122	KCNT2
uc001gtf.1	chr1	-	194461535	194844122	KCNT2
uc001gtg.1	chr1	-	194461535	194844122	SLICK
uc009wyu.1	chr1	-	194516296	194844122	KCNT2
uc009wyv.1	chr1	-	194608892	194844122	KCNT2
uc001gti.2	chr1	+	194887630	194937318	CFH
uc009wyw.1	chr1	+	194887630	194937318	CFH
uc009wyx.1	chr1	+	194887630	194937318	CFH
uc001gtj.2	chr1	+	194887630	194983257	CFH
uc001gtk.2	chr1	+	195010552	195025774	CFHR3
uc001gtl.1	chr1	+	195010552	195029496	CFHR3
uc001gtm.1	chr1	+	195014914	195067942	CFHR1
uc001gtn.1	chr1	+	195055483	195067942	CFHR1
uc001gto.1	chr1	+	195123834	195154386	CFHR4
uc009wyy.1	chr1	+	195123834	195154386	FHR4
uc001gtp.1	chr1	+	195123834	195154386	CFHR4
uc001gtq.1	chr1	+	195179556	195194979	CFHR2
uc001gtr.1	chr1	+	195179556	195194979	CFHR2
uc001gts.2	chr1	+	195213289	195245426	CFHR5
uc001gtt.1	chr1	-	195274943	195303020	F13B
uc001gtu.1	chr1	-	195319996	195382287	ASPM
uc001gtv.1	chr1	-	195319996	195382287	ASPM
uc001gtw.2	chr1	-	195323871	195382287	ASPM
uc001gtx.1	chr1	-	195389436	195436295	ZBTB41
uc009wyz.1	chr1	-	195389436	195436295	ZBTB41
uc001gty.1	chr1	+	195504030	195593881	CRB1
uc001gub.1	chr1	+	195649581	195680572	CRB1
uc001gtz.1	chr1	+	195504030	195714208	CRB1
uc001gua.1	chr1	+	195504030	195714208	CRB1
uc009wza.1	chr1	+	195504030	195714208	CRB1
uc001guc.1	chr1	-	195745394	195819006	C1orf218
uc001gug.2	chr1	-	195841256	195894122	DKFZp547O0715
uc009wzb.1	chr1	-	195788007	195971549	DENND1B
uc001gud.2	chr1	-	195745394	196011179	C1orf218
uc001guf.2	chr1	-	195788007	196011179	DENND1B
uc001gue.2	chr1	-	195788007	196011179	DENND1B
uc001guh.1	chr1	+	196138399	196143120	C1orf53
uc009wzc.1	chr1	+	196148257	196153750	LHX9
uc001gui.1	chr1	+	196148257	196165896	LHX9
uc001guk.1	chr1	+	196153139	196165896	LHX9
uc001guj.1	chr1	+	196151589	196168338	LHX9
uc001gul.1	chr1	+	196392816	196555392	NEK7
uc001gum.1	chr1	+	196468305	196555392	NEK7
uc001gun.2	chr1	+	196555692	196558169	AL080111
uc009wzd.1	chr1	-	196758974	196776438	ATP6V1G3
uc001guo.1	chr1	-	196758974	196776698	ATP6V1G3
uc001gup.1	chr1	-	196758974	196776698	ATP6V1G3
uc001guq.1	chr1	+	196874759	196928957	PTPRC
uc001guu.1	chr1	+	196874978	196939124	PTPRC
uc001guw.1	chr1	+	196875040	196939124	PTPRC
uc001guv.1	chr1	+	196875040	196939124	PTPRC
uc009wze.1	chr1	+	196874759	196939667	PTPRC
uc009wzf.1	chr1	+	196874759	196968308	PTPRC
uc001gur.1	chr1	+	196874759	196993168	PTPRC
uc001gus.1	chr1	+	196874759	196993168	PTPRC
uc001gut.1	chr1	+	196874759	196993168	PTPRC
uc001gux.1	chr1	-	197094624	197094734	CS266620
uc001guy.1	chr1	-	197094858	197094882	DJ027059
uc001guz.1	chr1	-	197134240	197173181	EF413001
uc001gva.2	chr1	-	197241793	197256789	BC040869
uc009wzg.1	chr1	+	198263392	198275546	B1F2
uc001gvb.1	chr1	+	198263392	198413173	NR5A2
uc001gvc.1	chr1	+	198263392	198413173	NR5A2
uc009wzh.1	chr1	+	198275280	198413173	NR5A2
uc009wzi.1	chr1	+	198449278	198450266	FAM58B
uc001gvd.1	chr1	-	198578294	198609543	BC040731
uc009wzj.1	chr1	-	198642768	198645456	ZNF281
uc001gve.1	chr1	-	198642042	198645789	ZNF281
uc001gvf.1	chr1	-	198642461	198645789	ZNF281
uc001gvg.1	chr1	-	198642480	198645789	ZNF281
uc001gvh.1	chr1	-	198787929	198856485	KIF14
uc001gvi.2	chr1	-	198859663	198905749	DDX59
uc009wzk.1	chr1	-	198879787	198905749	DDX59
uc001gvk.1	chr1	+	198975308	199096454	CAMSAP1L1
uc001gvl.1	chr1	+	198975308	199096454	CAMSAP1L1
uc001gvm.1	chr1	+	198975308	199096454	CAMSAP1L1
uc001gvn.1	chr1	+	199108788	199109874	GPR25
uc001gvo.1	chr1	+	199127291	199151486	C1orf106
uc001gvp.1	chr1	+	199164694	199202419	DQ983818
uc001gvt.1	chr1	-	199237157	199241445	KIAA0449
uc001gvr.1	chr1	-	199205142	199259451	KIF21B
uc001gvs.1	chr1	-	199205142	199259451	KIF21B
uc009wzl.1	chr1	-	199205142	199259451	KIF21B
uc001gvu.2	chr1	+	199259699	199264542	BC016656
uc001gvv.1	chr1	-	199275262	199348317	CACNA1S
uc001gvw.1	chr1	-	199370522	199390184	TMEM9
uc001gvx.1	chr1	-	199370522	199390191	TMEM9
uc001gvy.1	chr1	-	199370522	199390241	TMEM9
uc001gvz.1	chr1	-	199370522	199390241	TMEM9
uc001gwa.1	chr1	-	199370522	199407325	TMEM9
uc001gwb.1	chr1	+	199426575	199464697	IGFN1
uc001gwc.1	chr1	+	199448392	199464697	IGFN1
uc001gwd.1	chr1	+	199519202	199568740	PKP1
uc001gwe.1	chr1	+	199519202	199568740	PKP1
uc009wzm.1	chr1	+	199519202	199568740	PKP1
uc009wzn.1	chr1	-	199594764	199597120	HNTN1
uc009wzo.1	chr1	-	199594764	199597120	HNTN1
uc009wzp.1	chr1	-	199594764	199597773	HNTN1
uc001gwj.1	chr1	-	199599046	199599939	AK055533
uc009wzs.1	chr1	-	199599046	199602717	TNNT2
uc009wzq.1	chr1	-	199594764	199609019	TNNT2
uc001gwl.1	chr1	-	199602588	199609019	HNTN1
uc001gwk.1	chr1	-	199599046	199609066	TNNT2
uc001gwf.1	chr1	-	199594764	199613428	TNNT2
uc001gwg.1	chr1	-	199594764	199613428	TNNT2
uc001gwh.1	chr1	-	199594764	199613428	TNNT2
uc001gwi.1	chr1	-	199594764	199613428	TNNT2
uc009wzr.1	chr1	-	199594764	199613428	HNTN1
uc009wzt.1	chr1	-	199599046	199613428	TNNT2
uc001gwm.1	chr1	-	199616588	199635292	LAD1
uc009wzu.1	chr1	-	199619994	199635292	LAD1
uc009wzw.1	chr1	-	199646076	199653544	TNNI1
uc001gwp.2	chr1	-	199645608	199657477	TNNI1
uc009wzv.1	chr1	-	199639517	199657497	TNNI1
uc001gwo.1	chr1	-	199643829	199665617	TNNI1
uc009wzy.1	chr1	-	199704153	199704537	PHLDA3
uc009wzx.1	chr1	-	199701244	199704857	TIH1
uc001gwq.1	chr1	-	199701244	199704922	PHLDA3
uc001gwr.1	chr1	-	199719282	199728652	CSRP1
uc001gws.1	chr1	-	199719282	199742873	CSRP1
uc009wzz.1	chr1	+	199754453	199766225	LOC376693
uc001gwt.1	chr1	-	199870977	199873139	AX747377
uc001gwy.1	chr1	+	200017926	200034359	NAV1
uc001gwv.1	chr1	+	199975276	200039465	NAV1
uc001gww.1	chr1	+	199975618	200039465	NAV1
uc001gwu.2	chr1	+	199884072	200062720	NAV1
uc001gwx.2	chr1	+	199975618	200062720	NAV1
uc001gwz.1	chr1	+	200064910	200120045	IPO9
uc001gxa.1	chr1	+	200124654	200128050	SHISA4
uc001gxb.1	chr1	-	200132206	200182339	LMOD1
uc001gxc.1	chr1	+	200191270	200206412	TIMM17A
uc001gxd.1	chr1	+	200218388	200241898	RNPEP
uc001gxe.1	chr1	+	200218388	200241898	RNPEP
uc001gxf.1	chr1	+	200219197	200241898	RNPEP
uc001gxg.2	chr1	+	200243695	200252938	ELF3
uc001gxi.2	chr1	+	200246312	200252938	ELF3
uc001gxh.2	chr1	+	200246312	200252938	ELF3
uc001gxj.1	chr1	+	200358651	200365257	GPR37L1
uc001gxk.1	chr1	-	200368599	200380489	ARL8A
uc001gxo.1	chr1	-	200385601	200394200	PTPN7
uc001gxl.1	chr1	-	200382765	200395742	PTPN7
uc001gxm.1	chr1	-	200382765	200396374	PTPN7
uc001gxn.1	chr1	-	200382765	200396374	PTPN7
uc009xaa.1	chr1	+	200419317	200422758	PTPRV
uc001gxq.2	chr1	+	200420441	200422758	PTPRV
uc001gxp.2	chr1	+	200403801	200425104	PTPRV
uc001gxr.1	chr1	+	200422306	200425104	PTPRV
uc001gxs.2	chr1	+	200422758	200425104	PTPRV
uc001gxt.2	chr1	+	200422758	200425200	PTPRV
uc009xac.1	chr1	+	200474678	200542690	VTS20631
uc001gxu.1	chr1	+	200429740	200555512	LGR6
uc001gxv.1	chr1	+	200439527	200555512	LGR6
uc009xab.1	chr1	+	200439527	200555512	VTS20631
uc001gxw.1	chr1	+	200449905	200555512	LGR6
uc001gxx.2	chr1	-	200567407	200577707	UBE2T
uc001gxy.2	chr1	+	200584458	200673986	PPP1R12B
uc009xad.1	chr1	+	200584458	200673986	MYPT2
uc009xae.1	chr1	+	200584458	200673986	PPP1R12B
uc001gxz.1	chr1	+	200584458	200824320	PPP1R12B
uc001gya.1	chr1	+	200584458	200824320	PPP1R12B
uc001gyb.1	chr1	+	200698493	200824320	PPP1R12B
uc001gyc.1	chr1	+	200698493	200824320	PPP1R12B
uc001gye.1	chr1	-	200832069	200879204	SYT2
uc001gyd.1	chr1	-	200831510	200946168	SYT2
uc009xaf.1	chr1	-	200832069	200946168	SYT2
uc001gyg.1	chr1	-	200965457	201043050	JARID1B
uc001gyf.1	chr1	-	200963154	201044172	JARID1B
uc009xag.1	chr1	-	200963154	201044172	JARID1B
uc001gyh.2	chr1	+	201056016	201062962	LOC641515
uc001gyi.1	chr1	-	201087610	201097359	AX721218
uc001gyj.2	chr1	-	201093705	201097359	BC049825
uc001gyk.1	chr1	+	201097504	201110992	LOC148709
uc001gyl.1	chr1	-	201114708	201124886	RABIF
uc001gym.1	chr1	-	201126852	201144912	KLHL12
uc001gyn.1	chr1	-	201126852	201154139	KLHL12
uc001gyo.1	chr1	-	201126852	201162994	KLHL12
uc009xah.1	chr1	-	201128989	201162994	KLHL12
uc001gyq.2	chr1	-	201176583	201194108	ADIPOR1
uc001gyr.2	chr1	-	201176583	201194108	PAQR1
uc001gys.2	chr1	-	201176583	201194323	ADIPOR1
uc001gyt.1	chr1	-	201197624	201203027	CYB5R1
uc009xai.1	chr1	+	201243156	201252006	TMEM183A
uc001gyu.1	chr1	+	201243156	201259820	TMEM183B
uc001gyv.1	chr1	+	201243156	201259820	TMEM183A
uc001gyw.1	chr1	+	201243156	201259820	TMEM183A
uc001gyx.1	chr1	+	201243156	201259820	TMEM183A
uc001gyy.2	chr1	+	201259110	201260598	CR591805
uc001gza.1	chr1	+	201291182	201311508	PPFIA4
uc001gzb.1	chr1	+	201292534	201314486	KIAA0897
uc001gzc.1	chr1	+	201298709	201314486	KIAA0897
uc009xaj.1	chr1	+	201270234	201314487	PPFIA4
uc001gyz.1	chr1	+	201286933	201314487	PPFIA4
uc001gzd.1	chr1	-	201318879	201322000	MYOG
uc001gze.1	chr1	+	201363458	201403156	ADORA1
uc001gzf.1	chr1	+	201363458	201403156	ADORA1
uc009xak.1	chr1	+	201364028	201403156	ADORA1
uc001gzh.1	chr1	-	201403561	201411565	MYBPH
uc001gzl.2	chr1	-	201414688	201415234	BC034684
uc001gzk.1	chr1	-	201414681	201417885	AK095458
uc001gzi.2	chr1	-	201414681	201422545	CHI3L1
uc001gzj.2	chr1	-	201414681	201422545	CHI3L1
uc009xal.1	chr1	-	201451829	201459010	CHIT1
uc001gzn.2	chr1	-	201451829	201465483	CHIT1
uc009xam.1	chr1	-	201451829	201465483	FLJ00314
uc009xan.1	chr1	-	201451829	201465483	FLJ00314
uc001gzo.2	chr1	-	201451829	201465483	CHIT1
uc001gzm.1	chr1	-	201448581	201508560	FLJ00314
uc009xao.1	chr1	-	201535630	201541060	AK309664
uc001gzp.1	chr1	-	201535630	201541060	AK024293
uc009xap.1	chr1	+	201541286	201545320	BTG2
uc001gzq.1	chr1	+	201541286	201545352	BTG2
uc001gzr.1	chr1	-	201576374	201586912	FMOD
uc001gzs.1	chr1	+	201711505	201727102	PRELP
uc001gzt.1	chr1	+	201711505	201727102	PRELP
uc001gzu.1	chr1	+	201729893	201744700	OPTC
uc001gzy.1	chr1	+	201965331	201965456	SNORA77
uc009xaq.1	chr1	+	201918492	201969380	ATP2B4
uc001gzv.1	chr1	+	201862550	201979832	ATP2B4
uc001gzw.1	chr1	+	201862550	201979832	ATP2B4
uc001gzx.1	chr1	+	201958228	201979832	ATP2B4
uc009xar.1	chr1	+	201958228	201979832	ATP2B4
uc001haa.1	chr1	+	202000959	202012103	LAX1
uc001hab.1	chr1	+	202005388	202012103	LAX1
uc001hag.1	chr1	+	202043107	202085777	ZC3H11A
uc001hac.1	chr1	+	202031373	202089879	ZC3H11A
uc001had.1	chr1	+	202031410	202089879	ZC3H11A
uc001hae.1	chr1	+	202031410	202089879	ZC3H11A
uc001haf.1	chr1	+	202031410	202089879	ZC3H11A
uc009xas.1	chr1	+	202034596	202089879	ZC3H11A
uc001hah.2	chr1	+	202097349	202106903	SNRPE
uc001hai.1	chr1	+	202097362	202106903	SNRPE
uc001haj.1	chr1	-	202268197	202277011	C1orf157
uc001hak.1	chr1	-	202268197	202277011	C1orf157
uc001hal.2	chr1	+	202308868	202355595	SOX13
uc001ham.1	chr1	+	202308868	202363494	SOX13
uc001hap.2	chr1	+	202377158	202378758	BC038769
uc001hao.2	chr1	-	202366812	202387930	ETNK2
uc001han.2	chr1	-	202366812	202387930	ETNK2
uc009xat.1	chr1	-	202370265	202387930	ETNK2
uc001haq.1	chr1	-	202390570	202402088	REN
uc001har.1	chr1	-	202426091	202432242	KISS1
uc001has.1	chr1	-	202433910	202449843	GOLT1A
